assembly,classification,fastani_ani,fastani_af,closest_placement_ani,closest_placement_af,msa_percent,classification_method,species
SRR9275062.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.63,0.77,98.63,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275068.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.31,0.84,98.31,0.84,94.08,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275069.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.6,0.86,98.6,0.86,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275076.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.89,0.84,97.89,0.84,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275086.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.94,0.86,97.94,0.86,92.63,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275104.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.91,0.84,97.91,0.84,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275106.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,98.0,0.82,98.0,0.82,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275121.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.82,0.87,97.82,0.87,94.24,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275122.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.68,0.8,98.68,0.8,93.57,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9275126.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.66,0.86,98.66,0.86,97.26,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9275128.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.68,0.85,98.68,0.85,97.26,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9275130.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.66,0.77,98.66,0.77,97.08,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275136.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.98,0.87,97.98,0.87,94.24,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275141.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.64,0.81,98.64,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275142.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.67,0.85,98.67,0.85,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275144.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.6,0.77,98.6,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275152.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.88,0.8,98.88,0.8,97.18,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275155.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.77,0.79,98.77,0.79,97.18,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275157.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.72,0.79,98.72,0.79,97.18,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275158.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.75,0.79,98.75,0.79,97.18,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275163.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.74,0.84,98.74,0.84,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275175.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.67,0.89,99.67,0.89,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9275180.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.72,0.84,98.72,0.84,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275181.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,97.89,0.81,97.89,0.81,95.61,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9275182.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.69,0.81,98.69,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275185.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.76,0.87,98.76,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275192.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.67,0.87,98.67,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275195.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.54,0.88,98.54,0.88,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275203.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.78,0.86,97.78,0.86,92.63,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275217.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.63,0.81,98.63,0.81,95.02,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275225.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.68,0.87,98.68,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275227.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.69,0.87,98.69,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275233.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.73,0.78,97.73,0.78,98.11,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9275234.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.76,0.77,97.76,0.77,94.48,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9275238.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.77,0.84,98.77,0.84,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275246.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum,99.0,0.96,99.0,0.96,95.75,taxonomic classification defined by topology and ANI,Bifidobacterium bifidum
SRR9275248.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum,99.06,0.96,99.06,0.96,95.75,taxonomic classification defined by topology and ANI,Bifidobacterium bifidum
SRR9275250.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum,99.08,0.96,99.08,0.96,95.75,taxonomic classification defined by topology and ANI,Bifidobacterium bifidum
SRR9275259.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum,98.98,0.93,98.98,0.93,88.33,taxonomic classification defined by topology and ANI,Bifidobacterium bifidum
SRR9275262.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.57,0.77,98.57,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275264.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.29,0.84,98.29,0.84,94.08,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275266.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.75,0.9,99.75,0.9,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9275272.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,97.99,0.79,97.99,0.79,97.28,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9275274.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.86,0.9,99.86,0.9,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9275276.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.83,0.9,99.83,0.9,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9275277.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,98.01,0.77,98.01,0.77,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9275282.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.59,0.77,98.59,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275288.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.94,0.85,97.94,0.85,94.24,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275297.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.64,0.81,98.64,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275304.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.66,0.87,98.66,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275310.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.83,0.8,97.83,0.8,96.78,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9275315.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.86,0.8,97.86,0.8,97.04,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9275321.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.88,0.86,97.88,0.86,94.24,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275330.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.75,0.84,98.75,0.84,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275332.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.58,0.87,98.58,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275333.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.57,0.87,98.57,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275334.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.56,0.87,98.56,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275336.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.7,0.85,98.7,0.85,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275340.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.99,0.86,97.99,0.86,92.63,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275342.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.97,0.86,97.97,0.86,92.63,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275343.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.98,0.86,97.98,0.86,92.42,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275346.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.85,0.86,97.85,0.86,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275357.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.7,0.85,98.7,0.85,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275361.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.55,0.82,98.55,0.82,93.43,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275362.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.99,0.87,97.99,0.87,94.32,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275364.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.85,0.84,97.85,0.84,92.4,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275368.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.85,0.84,97.85,0.84,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275369.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.84,0.84,97.84,0.84,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275370.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.68,0.85,98.68,0.85,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275386.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.93,0.77,98.93,0.77,97.18,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275390.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.74,0.81,98.74,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275396.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.61,0.78,98.61,0.78,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275397.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.61,0.77,98.61,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275399.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.77,0.9,99.77,0.9,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9275400.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.8,0.9,99.8,0.9,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9275402.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.62,0.79,98.62,0.79,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275404.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.56,0.78,98.56,0.78,97.18,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275409.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.61,0.77,98.61,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275410.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.76,0.81,98.76,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
